GAME_ID,GAME_DATE,home_team,home_matchup,home_wl,home_pts,home_days_rest,home_is_b2b,home_travel_miles,home_fatigue_score,away_team,away_matchup,away_wl,away_pts,away_days_rest,away_is_b2b,away_travel_miles,away_fatigue_score,home_win,point_diff,rest_diff,travel_diff,fatigue_diff
0022300421,2023-12-28,Boston Celtics,BOS vs. DET,W,128,2.0,0,2597.870474344697,3.4638272991262626,Detroit Pistons,DET @ BOS,L,122,1.0,0,613.484939079532,0.8179799187727093,1,6,1.0,1984.385535265165,2.6458473803535534
0022300432,2023-12-29,Boston Celtics,BOS vs. TOR,W,120,0.0,1,0.0,2.0,Toronto Raptors,TOR @ BOS,L,118,1.0,0,394.0251346074482,0.5253668461432642,1,2,-1.0,-394.0251346074482,1.4746331538567357
0022300479,2024-01-05,Boston Celtics,BOS vs. UTA,W,126,2.0,0,1495.786405631346,1.994381874175128,Utah Jazz,UTA @ BOS,L,97,1.0,0,2099.045283923759,2.798727045231679,1,29,1.0,-603.2588782924131,-0.8043451710565508
0022300517,2024-01-10,Boston Celtics,BOS vs. MIN,W,127,1.0,0,807.3098990745785,1.0764131987661048,Minnesota Timberwolves,MIN @ BOS,L,120,0.0,1,1115.0038595752128,3.4866718127669505,1,7,1.0,-307.69396050063426,-2.4102586140008455
0022300542,2024-01-13,Boston Celtics,BOS vs. HOU,W,145,1.0,0,857.8997722782664,1.1438663630376884,Houston Rockets,HOU @ BOS,L,113,0.0,1,613.484939079532,2.8179799187727093,1,32,1.0,244.4148331987344,-1.6741135557350209
0022300571,2024-01-17,Boston Celtics,BOS vs. SAS,W,117,1.0,0,430.29277619636304,0.5737237015951507,San Antonio Spurs,SAS @ BOS,L,98,1.0,0,936.7628319227007,1.2490171092302675,1,19,0.0,-506.47005572633765,-0.6752934076351168
0022300586,2024-01-19,Boston Celtics,BOS vs. DEN,L,100,1.0,0,0.0,0.0,Denver Nuggets,DEN @ BOS,W,102,2.0,0,273.64626899850776,0.36486169199801033,0,-2,-1.0,-273.64626899850776,-0.36486169199801033
0022300646,2024-01-27,Boston Celtics,BOS vs. LAC,L,96,1.0,0,1255.3568490863397,1.6738091321151196,LA Clippers,LAC @ BOS,W,115,0.0,1,430.29277619636304,2.5737237015951506,0,-19,1.0,825.0640728899766,-0.899914569480031
0022300659,2024-01-29,Boston Celtics,BOS vs. NOP,W,118,1.0,0,0.0,0.0,New Orleans Pelicans,NOP @ BOS,L,112,1.0,0,857.8997722782664,1.1438663630376884,1,6,0.0,-857.8997722782664,-1.1438663630376884
0022300670,2024-01-30,Boston Celtics,BOS vs. IND,W,129,0.0,1,0.0,2.0,Indiana Pacers,IND @ BOS,L,124,1.0,0,807.3098990745785,1.0764131987661048,1,5,-1.0,-807.3098990745785,0.9235868012338952
0022300684,2024-02-01,Boston Celtics,BOS vs. LAL,L,105,1.0,0,0.0,0.0,Los Angeles Lakers,LAL @ BOS,W,114,1.0,0,936.7628319227007,1.2490171092302675,0,-9,0.0,-936.7628319227007,-1.2490171092302675
0022300706,2024-02-04,Boston Celtics,BOS vs. MEM,W,131,2.0,0,0.0,0.0,Memphis Grizzlies,MEM @ BOS,L,91,1.0,0,1136.9479918001318,1.515930655733509,1,40,1.0,-1136.9479918001318,-1.515930655733509
0022300729,2024-02-07,Boston Celtics,BOS vs. ATL,W,125,2.0,0,0.0,0.0,Atlanta Hawks,ATL @ BOS,L,117,1.0,0,936.7628319227007,1.2490171092302675,1,8,1.0,-936.7628319227007,-1.2490171092302675
0022300743,2024-02-09,Boston Celtics,BOS vs. WAS,W,133,1.0,0,0.0,0.0,Washington Wizards,WAS @ BOS,L,129,1.0,0,394.0251346074482,0.5253668461432642,1,4,0.0,-394.0251346074482,-0.5253668461432642
0022300780,2024-02-14,Boston Celtics,BOS vs. BKN,W,136,0.0,1,190.57999704202606,2.2541066627227013,Brooklyn Nets,BKN @ BOS,L,86,0.0,1,190.57999704202606,2.2541066627227013,1,50,0.0,0.0,0.0
0022300836,2024-02-27,Boston Celtics,BOS vs. PHI,W,117,2.0,0,188.44908969543397,0.2512654529272453,Philadelphia 76ers,PHI @ BOS,L,99,1.0,0,273.64626899850776,0.36486169199801033,1,18,1.0,-85.1971793030738,-0.11359623907076505
0022300859,2024-03-01,Boston Celtics,BOS vs. DAL,W,138,2.0,0,0.0,0.0,Dallas Mavericks,DAL @ BOS,L,110,1.0,0,430.29277619636304,0.5737237015951507,1,28,1.0,-430.29277619636304,-0.5737237015951507
0022300872,2024-03-03,Boston Celtics,BOS vs. GSW,W,140,1.0,0,0.0,0.0,Golden State Warriors,GSW @ BOS,L,88,1.0,0,430.29277619636304,0.5737237015951507,1,52,0.0,-430.29277619636304,-0.5737237015951507
0022300955,2024-03-14,Boston Celtics,BOS vs. PHX,W,127,1.0,0,2099.045283923759,2.798727045231679,Phoenix Suns,PHX @ BOS,L,112,2.0,0,550.5434606975192,0.7340579475966923,1,15,-1.0,1548.50182322624,2.0646690976349866
0022300984,2024-03-18,Boston Celtics,BOS vs. DET,W,119,0.0,1,394.0251346074482,2.5253668461432643,Detroit Pistons,DET @ BOS,L,94,0.0,1,613.484939079532,2.8179799187727093,1,25,0.0,-219.45980447208376,-0.2926130726294449
0022300998,2024-03-20,Boston Celtics,BOS vs. MIL,W,122,1.0,0,0.0,0.0,Milwaukee Bucks,MIL @ BOS,L,119,2.0,0,857.8997722782664,1.1438663630376884,1,3,-1.0,-857.8997722782664,-1.1438663630376884
0022301105,2024-04-03,Boston Celtics,BOS vs. OKC,W,135,1.0,0,721.0222451748938,0.961362993566525,Oklahoma City Thunder,OKC @ BOS,L,100,0.0,1,273.64626899850776,2.3648616919980103,1,35,1.0,447.375976176386,-1.4034986984314854
0022301118,2024-04-05,Boston Celtics,BOS vs. SAC,W,101,1.0,0,0.0,0.0,Sacramento Kings,SAC @ BOS,L,100,0.0,1,188.44908969543397,2.251265452927245,1,1,1.0,-188.44908969543397,-2.251265452927245
0022301134,2024-04-07,Boston Celtics,BOS vs. POR,W,124,1.0,0,0.0,0.0,Portland Trail Blazers,POR @ BOS,L,107,1.0,0,394.0251346074482,0.5253668461432642,1,17,0.0,-394.0251346074482,-0.5253668461432642
0022301167,2024-04-11,Boston Celtics,BOS vs. NYK,L,109,1.0,0,857.8997722782664,1.1438663630376884,New York Knicks,NYK @ BOS,W,118,1.0,0,852.8529122440557,1.1371372163254077,0,-9,0.0,5.046860034210681,0.0067291467122807536
0022301173,2024-04-12,Boston Celtics,BOS vs. CHA,W,131,0.0,1,0.0,2.0,Charlotte Hornets,CHA @ BOS,L,98,1.0,0,936.7628319227007,1.2490171092302675,1,33,-1.0,-936.7628319227007,0.7509828907697325
0022301186,2024-04-14,Boston Celtics,BOS vs. WAS,W,132,1.0,0,0.0,0.0,Washington Wizards,WAS @ BOS,L,122,1.0,0,394.0251346074482,0.5253668461432642,1,10,0.0,-394.0251346074482,-0.5253668461432642
0042300101,2024-04-21,Boston Celtics,BOS vs. MIA,W,114,6.0,0,0.0,0.0,Miami Heat,MIA @ BOS,L,94,1.0,0,1255.3568490863397,1.6738091321151196,1,20,5.0,-1255.3568490863397,-1.6738091321151196
0042300102,2024-04-24,Boston Celtics,BOS vs. MIA,L,101,2.0,0,0.0,0.0,Miami Heat,MIA @ BOS,W,111,2.0,0,0.0,0.0,0,-10,0.0,0.0,0.0
0042300105,2024-05-01,Boston Celtics,BOS vs. MIA,W,118,1.0,0,1255.3568490863397,1.6738091321151196,Miami Heat,MIA @ BOS,L,84,1.0,0,1255.3568490863397,1.6738091321151196,1,34,0.0,0.0,0.0
0042300201,2024-05-07,Boston Celtics,BOS vs. CLE,W,120,5.0,0,0.0,0.0,Cleveland Cavaliers,CLE @ BOS,L,95,1.0,0,550.5434606975192,0.7340579475966923,1,25,4.0,-550.5434606975192,-0.7340579475966923
0042300202,2024-05-09,Boston Celtics,BOS vs. CLE,L,94,1.0,0,0.0,0.0,Cleveland Cavaliers,CLE @ BOS,W,118,1.0,0,0.0,0.0,0,-24,0.0,0.0,0.0
0042300205,2024-05-15,Boston Celtics,BOS vs. CLE,W,113,1.0,0,550.5434606975192,0.7340579475966923,Cleveland Cavaliers,CLE @ BOS,L,98,1.0,0,550.5434606975192,0.7340579475966923,1,15,0.0,0.0,0.0
0042300301,2024-05-21,Boston Celtics,BOS vs. IND,W,133,5.0,0,0.0,0.0,Indiana Pacers,IND @ BOS,L,128,1.0,0,188.44908969543397,0.2512654529272453,1,5,4.0,-188.44908969543397,-0.2512654529272453
0042300302,2024-05-23,Boston Celtics,BOS vs. IND,W,126,1.0,0,0.0,0.0,Indiana Pacers,IND @ BOS,L,110,1.0,0,0.0,0.0,1,16,0.0,0.0,0.0
